"date","load"
2011-01-01,4798.20573203742
2011-01-02,4685.05874754053
2011-01-03,4503.81152419527
2011-01-04,5154.02886802193
2011-01-05,4792.59072262267
2011-01-06,4528.91972691178
2011-01-07,5764.23322948544
2011-01-08,6127.32187635076
2011-01-09,5550.84064478559
2011-01-10,5146.38286722069
2011-01-11,4866.68405817388
2011-01-12,4825.06771675886
2011-01-13,4626.0432105986
2011-01-14,4633.75957695384
2011-01-15,4298.8879184727
2011-01-16,4442.58321069604
2011-01-17,4630.68630497706
2011-01-18,4651.00277053511
2011-01-19,4668.95092810764
2011-01-20,4652.49597501961
2011-01-21,4146.60958208298
2011-01-22,4465.24813455013
2011-01-23,3732.85618893297
2011-01-24,4284.65566353108
2011-01-25,4033.76213198125
2011-01-26,4319.4656418564
2011-01-27,4106.82376849906
2011-01-28,4373.48267315607
2011-01-29,4289.94371768343
2011-01-30,4161.83713769027
2011-01-31,4107.5765241071
2011-02-01,3944.30066699673
2011-02-02,4352.63711494565
2011-02-03,4027.51120273227
2011-02-04,4341.39949032545
2011-02-05,4413.41630021752
2011-02-06,4369.67907338493
2011-02-07,4291.7764246309
2011-02-08,3961.9979591536
2011-02-09,3877.62232763841
2011-02-10,3806.20348590425
2011-02-11,3987.14368955224
2011-02-12,4089.63660170382
2011-02-13,3913.58317890665
2011-02-14,3868.62527565596
2011-02-15,3518.92247220711
2011-02-16,3248.39252081378
2011-02-17,3123.11222805864
2011-02-18,3029.63419075664
2011-02-19,3031.46367774945
2011-02-20,3156.45192484704
2011-02-21,3019.62746821502
2011-02-22,2995.78115766695
2011-02-23,2876.93841935349
2011-02-24,2809.6619820885
2011-02-25,2839.76997572866
2011-02-26,2806.94215121752
2011-02-27,2703.78188872913
2011-02-28,2890.78993432926
