"date","load"
2011-01-01,5014.81004588485
2011-01-02,4352.6373736911
2011-01-03,5864.10047854829
2011-01-04,6769.65671626819
2011-01-05,6816.76762952087
2011-01-06,6585.71706007184
2011-01-07,6363.18889781598
2011-01-08,5985.71649424826
2011-01-09,6084.29475338797
2011-01-10,6382.31059724372
2011-01-11,6688.15460566966
2011-01-12,6443.04683973458
2011-01-13,6126.77261165434
2011-01-14,6103.3423955844
2011-01-15,5595.68431967745
2011-01-16,4849.42543114846
2011-01-17,4356.2134739465
2011-01-18,3483.72932896828
2011-01-19,3276.66508344588
2011-01-20,3419.83329612772
2011-01-21,3363.06462609417
2011-01-22,4243.97135651752
2011-01-23,4394.48725060768
2011-01-24,4299.78273311416
2011-01-25,3622.92803658599
2011-01-26,2837.5148617227
2011-01-27,3748.87397507517
2011-01-28,4577.33116181156
2011-01-29,4022.1104374684
2011-01-30,4819.18616855457
2011-01-31,6177.95754726238
2011-02-01,6737.10438491836
2011-02-02,6131.26580378514
2011-02-03,5316.05079739558
2011-02-04,4991.67575654193
2011-02-05,5040.79283850445
2011-02-06,4776.70012706074
2011-02-07,5137.61346056666
2011-02-08,5719.3631694468
2011-02-09,5795.22848863653
2011-02-10,5317.15164457352
2011-02-11,5455.71604365763
2011-02-12,5320.85324126653
2011-02-13,5543.67383077772
2011-02-14,5866.80224164732
2011-02-15,5941.8174210577
2011-02-16,4869.1550913359
2011-02-17,5489.09895324174
2011-02-18,5663.55870677878
2011-02-19,5072.720556173
2011-02-20,4566.07769564418
2011-02-21,4396.64399842146
2011-02-22,3945.99305716966
2011-02-23,3562.82191769326
2011-02-24,3445.1481149723
2011-02-25,4200.63376338825
2011-02-26,5238.44735213628
2011-02-27,5007.83752582789
2011-02-28,4829.51759703163
