"date","load"
2011-01-01,4809.63314004707
2011-01-02,4647.64821424496
2011-01-03,4204.00722473854
2011-01-04,3965.23619609387
2011-01-05,3874.94094827564
2011-01-06,3763.90747143072
2011-01-07,5680.88802537626
2011-01-08,6158.17257301201
2011-01-09,5708.17354705709
2011-01-10,5413.00083688287
2011-01-11,5206.32346935065
2011-01-12,5176.50954057163
2011-01-13,4583.31454133529
2011-01-14,4725.64489740104
2011-01-15,4316.34310020341
2011-01-16,4675.90100196355
2011-01-17,5074.68580413907
2011-01-18,5191.08578328675
2011-01-19,5157.06692987452
2011-01-20,5118.1672373493
2011-01-21,4302.47781151064
2011-01-22,4779.10144648588
2011-01-23,4741.48182119231
2011-01-24,4949.70365846786
2011-01-25,4646.95667918696
2011-01-26,4803.14978620774
2011-01-27,4897.95535303947
2011-01-28,4744.12683806224
2011-01-29,4477.44324666697
2011-01-30,4183.31789972255
2011-01-31,3990.63058988841
2011-02-01,4072.39285677288
2011-02-02,4637.66087169867
2011-02-03,4288.8788045947
2011-02-04,4694.18462680534
2011-02-05,4885.90634217353
2011-02-06,4564.74757156899
2011-02-07,4378.83842127916
2011-02-08,4263.416721334
2011-02-09,4163.1868534624
2011-02-10,4532.19147626548
2011-02-11,4355.72179591728
2011-02-12,4472.29835692882
2011-02-13,4059.36844796408
2011-02-14,3830.49130756578
2011-02-15,3594.22758225441
2011-02-16,3628.11416375662
2011-02-17,2969.11372987439
2011-02-18,2693.03407307987
2011-02-19,2730.87842078666
2011-02-20,2911.49570485387
2011-02-21,2870.80735661246
2011-02-22,2852.48908336484
2011-02-23,2966.55644747889
2011-02-24,2920.11380766497
2011-02-25,2860.94654576397
2011-02-26,2817.78871191335
2011-02-27,2638.56618615966
2011-02-28,2848.33392782955
