"date","load"
2011-01-01,3338.25229391653
2011-01-02,3483.95787140743
2011-01-03,3844.13959439818
2011-01-04,4247.59899768898
2011-01-05,3874.49479209918
2011-01-06,3598.07892948765
2011-01-07,3877.63354110837
2011-01-08,4020.547006003
2011-01-09,4205.66563934577
2011-01-10,3713.01136444654
2011-01-11,3512.58155815099
2011-01-12,3954.79520191547
2011-01-13,4090.47895187869
2011-01-14,4304.55269732507
2011-01-15,4127.36224163557
2011-01-16,4291.04924471474
2011-01-17,3838.94307818778
2011-01-18,2816.18742604558
2011-01-19,3125.1106691291
2011-01-20,3822.56527960665
2011-01-21,4257.01288766437
2011-01-22,4386.82956345481
2011-01-23,4124.02884005888
2011-01-24,2828.65313339225
2011-01-25,2769.25273530977
2011-01-26,3148.82015775615
2011-01-27,3516.55924046812
2011-01-28,3994.95572622695
2011-01-29,4263.39368062149
2011-01-30,4249.35035985274
2011-01-31,2990.79755063346
2011-02-01,3190.15020821058
2011-02-02,3577.39700907031
2011-02-03,3760.02530981299
2011-02-04,4013.54660105582
2011-02-05,4346.75100357084
2011-02-06,4514.88597590397
2011-02-07,4551.05075008638
2011-02-08,4470.12202286408
2011-02-09,4414.94600183643
2011-02-10,4804.95685838488
2011-02-11,4754.44231482395
2011-02-12,5525.50020077073
2011-02-13,5650.5881535793
2011-02-14,4154.7214891919
2011-02-15,3826.06540959133
2011-02-16,4861.28411915248
2011-02-17,5279.94983243942
2011-02-18,4653.59937576283
2011-02-19,4828.57202507141
2011-02-20,4888.42498530679
2011-02-21,5293.51288914387
2011-02-22,6073.52646268613
2011-02-23,5513.25907128773
2011-02-24,4175.46975127684
2011-02-25,4248.5379811623
2011-02-26,4391.08730409589
2011-02-27,2869.21631355002
2011-02-28,3835.55142746865
