"date","load"
2011-01-01,5998.0858440944
2011-01-02,4479.34677488091
2011-01-03,5615.99334534878
2011-01-04,6542.44409944422
2011-01-05,6399.0805111325
2011-01-06,6589.14970535432
2011-01-07,6620.07947151356
2011-01-08,5695.91562819824
2011-01-09,4690.48152694827
2011-01-10,6335.6361428353
2011-01-11,6634.54585107861
2011-01-12,6597.48191331169
2011-01-13,5993.28665061081
2011-01-14,5748.73567057835
2011-01-15,4712.00131507681
2011-01-16,4629.30432998761
2011-01-17,4572.93013233217
2011-01-18,3458.01463313067
2011-01-19,3202.50071243722
2011-01-20,3094.74287536707
2011-01-21,3189.85972577878
2011-01-22,4564.25853603282
2011-01-23,4210.50413522649
2011-01-24,4942.01177187559
2011-01-25,3241.33782812427
2011-01-26,2463.04461529423
2011-01-27,3507.02164607176
2011-01-28,4526.29081649644
2011-01-29,4152.77253188336
2011-01-30,4997.95683056616
2011-01-31,6523.32002152069
2011-02-01,6612.49504451172
2011-02-02,6380.38040678419
2011-02-03,5952.98620530844
2011-02-04,4656.32466913979
2011-02-05,4594.1780878303
2011-02-06,4526.77195230232
2011-02-07,5207.08377802996
2011-02-08,6273.35643719811
2011-02-09,6016.28977356398
2011-02-10,5124.0402482434
2011-02-11,5095.18001812491
2011-02-12,5020.35102038686
2011-02-13,5558.01032087428
2011-02-14,6276.71198797031
2011-02-15,5860.00455816638
2011-02-16,4364.57741088538
2011-02-17,4872.13675718151
2011-02-18,5353.95059347094
2011-02-19,4813.95807071011
2011-02-20,4198.20288406714
2011-02-21,4358.74475943752
2011-02-22,4022.86567589622
2011-02-23,3564.96843553132
2011-02-24,3456.83097414867
2011-02-25,4279.3760013347
2011-02-26,4705.47926275967
2011-02-27,5029.75758344658
2011-02-28,4569.67187112603
